1, 13349 1 57 27 100;
2, 764 1 57 65 225;
3, 649 1 57 73 223;
4, 699 1 57 68 197;
5, 676 1 57 71 187;
6, 16505 1 53 127 243;
7, 729 1 53 127 171;
8, 638 1 53 113 281;
9, 503 1 53 94 102;
10, 47011 1 52 1 164;
11, 114 1 53 6 292;
12, 131 1 55 42 380;
13, 356 1 52 102 236;
14, 750 1 52 127 258;
15, 654 1 52 127 376;
16, 1049 1 52 87 326;
17, 491 1 53 67 333;
18, 0 1 55 53 197;
19, 536 1 57 4 154;
20, 659790 1 55 91 409;
21, 1052 1 53 36 423;
22, 853 1 52 71 457;
23, 825 1 57 51 421;
24, 811 1 59 7 489;
25, 736 1 60 108 -999;
