1, 1153 1 52 119 120;
2, 1284 1 52 99 130;
3, 1340 1 52 108 97;
4, 1392 1 52 127 115;
5, 69536 1 60 122 638;
6, 1579 1 59 103 46;
7, 0 1 60 94 340;
8, 954 1 60 127 45;
9, 803 1 60 127 44;
10, 496 1 60 127 43;
11, 389 1 60 127 42;
12, 0 1 62 33 42;
13, 518 1 60 127 40;
14, 344 1 60 127 43;
15, 117 1 60 127 44;
16, 104 1 60 127 43;
17, 327 1 60 127 45;
18, 303 1 60 127 44;
19, 280 1 60 127 42;
20, 277 1 60 127 46;
21, 299 1 60 127 40;
22, 123 1 60 127 44;
23, 61 1 72 36 44;
24, 56 1 60 115 42;
25, 292 1 60 127 -999;
