1, 7250 1 69 24 83;
2, 1691 1 71 80 70;
3, 511 1 73 33 127;
4, 510 1 74 53 157;
5, 503 1 76 58 162;
6, 496 1 74 45 170;
7, 517 1 73 79 144;
8, 508 1 71 91 138;
9, 488 1 69 33 162;
10, 497 1 67 51 152;
11, 493 1 66 41 179;
12, 468 1 64 120 180;
13, 481 1 62 122 163;
14, 513 1 64 96 151;
15, 484 1 66 27 143;
16, 451 1 67 65 141;
17, 460 1 69 68 264;
18, 27763 1 72 93 102;
19, 1988 1 74 62 121;
20, 4039 1 76 117 104;
21, 13943 1 71 127 111;
22, 15017 1 67 127 80;
23, 21706 1 69 51 111;
24, 82650 1 72 16 -999;
25, 126 1 75 33 -999;
