1, 7654 1 71 77 70;
2, 1792 1 73 84 78;
3, 829 1 74 56 95;
4, 805 1 76 94 113;
5, 855 1 74 75 174;
6, 815 1 73 113 159;
7, 908 1 71 89 96;
8, 833 1 69 51 145;
9, 1979 1 68 105 97;
10, 787 1 66 62 90;
11, 8602 1 64 113 108;
12, 196155 1 69 9 41;
13, 21632 1 68 15 0;
14, 0 1 69 2 0;
15, 0 1 72 94 -999;
16, 0 1 74 27 0;
17, 0 1 73 1 0;
18, 0 1 65 56 -999;
19, 0 1 64 75 0;
20, 0 1 71 49 -999;
21, 2431 1 65 2 87;
22, 55740 1 67 127 501;
23, 3389 1 69 71 285;
24, 8848 1 67 115 250;
25, 4058 1 65 127 -999;
