1, 2871 1 57 16 141;
2, 580 1 55 7 129;
3, 96 1 57 2 189;
4, 358 1 59 1 97;
5, 207 1 55 35 229;
6, 116 1 56 87 288;
7, 346 1 57 32 308;
8, 336 1 56 79 278;
9, 265 1 57 35 218;
10, 225 1 56 103 252;
11, 170 1 57 21 42;
12, 70 1 57 4 193;
13, 197 1 56 96 282;
14, 134 1 57 33 43;
15, 133 1 57 21 208;
16, 223 1 56 79 215;
17, 198 1 57 33 221;
18, 233 1 56 105 220;
19, 215 1 57 28 90;
20, 4584 1 48 67 84;
21, 243 1 48 97 124;
22, 290 1 48 123 388;
23, 352 1 56 68 206;
24, 239 1 48 59 89;
25, 132 1 56 35 -999;
