1	1	1	1	1	201
1	1	1	1	2	202
1	1	1	2	1	203
1	1	1	2	2	204
1	1	2	1	1	205
1	1	2	1	2	206
1	1	2	2	1	207
1	1	2	2	2	208
1	2	1	1	1	209
1	2	1	1	2	210
1	2	1	2	1	211
1	2	1	2	2	212
1	2	2	1	1	213
1	2	2	1	2	214
1	2	2	2	1	215
1	2	2	2	2	216
2	1	1	1	1	217
2	1	1	1	2	218
2	1	1	2	1	219
2	1	1	2	2	220
2	1	2	1	1	221
2	1	2	1	2	222
2	1	2	2	1	223
2	1	2	2	2	224
2	2	1	1	1	225
2	2	1	1	2	226
2	2	1	2	1	227
2	2	1	2	2	228
2	2	2	1	1	229
2	2	2	1	2	230
2	2	2	2	1	231
2	2	2	2	2	232
