1, 1881 1 64 82;
2, 112 1 60 1;
3, 162 1 64 79;
4, 28 1 67 73;
5, 122 1 72 106;
6, 339 1 71 96;
7, 6 1 69 30;
8, 7 1 65 10;
9, 233 1 65 44;
10, 7 1 69 39;
11, 98 1 71 127;
12, 116 1 76 32;
13, 2 1 74 16;
14, 149 1 67 33;
15, 66 1 69 1;
16, 10 1 72 36;
17, 42 1 76 73;
18, 144 1 67 51;
19, 36 1 69 10;
20, 0 1 71 33;
21, 28 1 72 127;
22, 74 1 76 70;
23, 114 1 67 42;
24, 30 1 71 70;
25, 59 1 74 32;
