0, 67675 1 59 58;
1, 537 1 59 127;
2, 973 1 59 16;
3, 458 1 59 53;
4, 549 1 59 123;
5, 1242 1 59 84;
6, 1117 1 59 42;
7, 874 1 59 15;
8, 832 1 59 6;
9, 1080 1 59 94;
10, 339 1 59 127;
11, 350 1 59 127;
12, 741 1 64 21;
13, 597131 1 58 2;
14, 163 1 58 7;
15, 723 1 54 4;
16, 704 1 51 19;
17, 690 1 49 15;
18, 1044 1 56 9;
19, 676 1 61 13;
20, 341 1 63 1;
21, 92 1 63 4;
22, 366 1 66 21;
23, 78 1 66 15;
24, 118 1 61 7;
25, 6104 1 53 110;
26, 407 1 53 110;
