1, 2834 1 64 127;
2, 81 1 64 113;
3, 86 1 64 47;
4, 94 1 64 127;
5, 69 1 64 103;
6, 104 1 64 106;
7, 74 1 64 82;
8, 108 1 64 127;
9, 188 1 64 110;
10, 313 1 64 127;
11, 64 1 64 127;
12, 69 1 64 127;
13, 26 1 63 16;
14, 62 1 64 127;
15, 199 1 64 127;
16, 75 1 64 120;
17, 21 1 64 127;
18, 96 1 64 127;
19, 206 1 64 127;
20, 76 1 64 127;
21, 156 1 64 127;
22, 381 1 64 59;
23, 372 1 64 127;
24, 95 1 64 127;
25, 137 1 64 127;
